1001,현대카드 MY BUSINESS M3 Edition2,현대카드,"국내전용 85,000원 해외겸용 90,000원",전월실적50만원 이상,VISAUnionPay,https://api.card-gorilla.com:8080/storage/card/1001/card_img/21534/1001card.png
1002,Mobile x LOCA 롯데카드,롯데카드,"국내전용 20,000원 해외겸용20,000원",전월실적40만원 이상,mastercardAMEX,https://api.card-gorilla.com:8080/storage/card/1002/card_img/21533/1002card.png
1003,신한카드 Love Platinum#,신한카드,"해외겸용 50,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1003/card_img/21532/1003card.png
1004,다이아몬드 (Diamond) 카드,롯데카드,"해외겸용 300,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1004/card_img/21531/1004card.png
1005,대교리브로 롯데카드,롯데카드,"국내전용 7,000원 해외겸용 10,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1005/card_img/21530/1005card.jpg
1006,신한카드 LABE,신한카드,"국내전용 197,000원 해외겸용 200,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1006/card_img/21529/1006card.png
1007,Clip카드,KB국민카드,"해외겸용 15,000원",전월실적30만원 이상,mastercardJCB,https://api.card-gorilla.com:8080/storage/card/1007/card_img/21528/1007card.png
1008,대신 CMA 롯데DC플러스 카드,롯데카드,"해외겸용 10,000원",전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1008/card_img/21527/1008card.jpg
1009,MY RENTAL 롯데카드,롯데카드,"국내전용12,000원 해외겸용15,000원",전월실적40만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1009/card_img/21526/1009card.png
1010,EVO 티타늄카드,KB국민카드,"국내전용 30,000원 해외겸용 30,000원",전월실적50만원 이상,mastercardUnionPay,https://api.card-gorilla.com:8080/storage/card/1010/card_img/21525/1010card.png
1011,OIL KING SK 롯데카드,롯데카드,"국내전용 10,000원 해외겸용15,000원",전월실적20만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1011/card_img/21524/1011card.png
1012,신한카드 Hi-Point MyShop PLATINUM#,신한카드,"해외겸용 30,000원",전월실적없음,VISAmastercard,https://api.card-gorilla.com:8080/storage/card/1012/card_img/21523/1012card.png
1013,신한카드 Hi-Point MyShop,신한카드,"해외겸용 15,000원",전월실적없음,VISAmastercard,https://api.card-gorilla.com:8080/storage/card/1013/card_img/21522/1013card.png
1014,olleh 롯데 삼삼한 체크카드,롯데카드,국내전용 없음,전월실적30만원 이상,,https://api.card-gorilla.com:8080/storage/card/1014/card_img/21521/1014card.jpg
1015,신한카드 EV,신한카드,"해외겸용 12,000원",전월실적30만원 이상,mastercardUnionPay,https://api.card-gorilla.com:8080/storage/card/1015/card_img/21520/1015card.png
1016,OPTIN 플래티넘 카드,롯데카드,"국내전용55,000원 해외겸용60,000원",전월실적20만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1016/card_img/21519/1016card.png
1017,신세계 신한카드 SKYPASS / Asiana Club,신한카드,"해외겸용 42,000원",전월실적없음,mastercardUnionPay,https://api.card-gorilla.com:8080/storage/card/1017/card_img/21518/1017card.png
1018,리디 신한카드,신한카드,"해외겸용 10,000원",전월실적30만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1018/card_img/21517/1018card.png
1019,더본 신한카드,신한카드,"해외겸용 10,000원",전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1019/card_img/21516/1019card.png
1020,노란우산 신한카드,신한카드,"해외겸용 10,000원",전월실적없음,VISAUnionPay,https://api.card-gorilla.com:8080/storage/card/1020/card_img/21515/1020card.png
1021,롯데면세점 롯데 아멕스카드,롯데카드,"해외겸용10,000원",전월실적없음,AMEX,https://api.card-gorilla.com:8080/storage/card/1021/card_img/21514/1021card.jpg
1022,현대카드 MY BUSINESS M2 Edition2,현대카드,"국내전용 55,000원 해외겸용 55,000원",전월실적50만원 이상,VISAUnionPay,https://api.card-gorilla.com:8080/storage/card/1022/card_img/21513/1022card.png
1023,대신 CMA 롯데체크카드,롯데카드,해외겸용 없음,전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1023/card_img/21512/1023card.jpg
1024,대신 CMA 롯데포인트플러스 카드,롯데카드,"해외겸용 5,000원",전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1024/card_img/21511/1024card.jpg
1025,현대카드 MY BUSINESS M Edition2,현대카드,"국내전용 35,000원 해외겸용 35,000원",전월실적50만원 이상,VISAmastercardUnionPay,https://api.card-gorilla.com:8080/storage/card/1025/card_img/21510/1025card.png
1026,현대카드 MY BUSINESS ZERO MOBILE(할인형),현대카드,"국내전용 10,000원 해외겸용 10,000원",전월실적없음,VISAUnionPay,https://api.card-gorilla.com:8080/storage/card/1026/card_img/21509/1026card.png
1027,대신증권 꼬박꼬박 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 8,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1027/card_img/21508/1027card.jpg
1028,현대카드 MY BUSINESS ZERO(할인형),현대카드,"국내전용 10,000원 해외겸용 10,000원",전월실적없음,VISAUnionPay,https://api.card-gorilla.com:8080/storage/card/1028/card_img/21507/1028card.png
1029,현대카드 MY BUSINESS X3 Edition2,현대카드,"국내전용 85,000원 해외겸용 85,000원",전월실적50만원 이상,VISAUnionPay,https://api.card-gorilla.com:8080/storage/card/1029/card_img/21506/1029card.png
1030,현대카드 MY BUSINESS X2 Edition2,현대카드,"국내전용 55,000원 해외겸용 60,000원",전월실적50만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1030/card_img/21505/1030card.png
1031,현대카드 MY BUSINESS X Edition2,현대카드,"국내전용 55,000원 해외겸용 60,000원",전월실적50만원 이상,VISAUnionPay,https://api.card-gorilla.com:8080/storage/card/1031/card_img/21504/1031card.png
1032,후불하이패스 카드,하나카드,"국내전용 5,000원",전월실적없음,,https://api.card-gorilla.com:8080/storage/card/1032/card_img/21503/1032card.png
1033,현대렌탈서비스 하나카드,하나카드,"국내전용 20,000원 해외겸용 20,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1033/card_img/21502/1033card.png
1034,SB롯데카드,롯데카드,"국내전용5,000원 해외겸용10,000원",전월실적50만원 이상,AMEX,https://api.card-gorilla.com:8080/storage/card/1034/card_img/21501/1034card.jpg
1035,한화손해보험 카드,하나카드,"국내전용 5,000원 해외겸용 5,000원",전월실적20만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1035/card_img/21500/1035card.png
1036,캐시비 롯데카드,롯데카드,"국내전용 5,000원",전월실적30만원 이상,,https://api.card-gorilla.com:8080/storage/card/1036/card_img/21499/1036card.jpg
1037,하나멤버스 1Q Hit1 카드,하나카드,"국내전용 30,000원 해외겸용 32,000원",전월실적30만원 이상,mastercardAMEX,https://api.card-gorilla.com:8080/storage/card/1037/card_img/21498/1037card.png
1038,SK 드라이빙패스 롯데카드,롯데카드,"국내전용8,000원 해외겸용12,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1038/card_img/21497/1038card.jpg
1039,카카오페이 체크카드,광주은행,해외겸용 없음,전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1039/card_img/21496/1039card.png
1040,컬쳐랜드 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 8,000원",전월실적30만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1040/card_img/21495/1040card.gif
1041,하나멤버스 1Q(원큐) 카드 Special,하나카드,"국내전용 8,000원 해외겸용 10,000원",전월실적30만원 이상,VISAmastercard,https://api.card-gorilla.com:8080/storage/card/1041/card_img/21494/1041card.png
1042,SK롯데 체크카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적20만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1042/card_img/21493/1042card.jpg
1043,불타는청춘 베테랑 체크카드,광주은행,해외겸용 없음,전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1043/card_img/21492/1043card.png
1044,코리아패스 체크카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1044/card_img/21491/1044card.jpg
1045,멍이냥이 체크카드,광주은행,해외겸용 없음,전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1045/card_img/21490/1045card.png
1046,여행스케치 아시아나클럽 체크카드,광주은행,해외겸용 없음,전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1046/card_img/21489/1046card.png
1047,SUPER PLUS 체크카드,롯데카드,"국내전용 3,000원",전월실적20만원 이상,,https://api.card-gorilla.com:8080/storage/card/1047/card_img/21488/1047card.jpg
1048,코리아패스 카드,롯데카드,"국내전용 8,000원 해외겸용 10,000원",전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1048/card_img/21487/1048card.jpg
1049,모두투어 투어마일리지 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적20만원 이상,AMEX,https://api.card-gorilla.com:8080/storage/card/1049/card_img/21486/1049card.jpg
1050,K-CHECK 카드,광주은행,해외겸용 없음,전월실적20만원 이상,UnionPay,https://api.card-gorilla.com:8080/storage/card/1050/card_img/21485/1050card.png
1051,롯데손해보험 롯데카드,롯데카드,"해외겸용15,000원",전월실적1만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1051/card_img/21484/1051card.png
1052,코코몽 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1052/card_img/21483/1052card.png
1053,The CJ 롯데카드,롯데카드,"국내전용 5,000원 해외겸용6,000원",전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1053/card_img/21482/1053card.png
1054,대한적십자사 Give1004 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1054/card_img/21481/1054card.jpg
1055,우체국 하이브리드 여행 체크카드,우체국,해외겸용 없음,전월실적30만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1055/card_img/21480/1055card.png
1056,쿠첸 프리미엄 롯데카드,롯데카드,"국내전용 12,000원",전월실적30만원 이상,,https://api.card-gorilla.com:8080/storage/card/1056/card_img/21479/1056card.jpg
1057,쿠쿠전자 렌탈 Free 롯데카드,롯데카드,"국내전용 12,000원",전월실적30만원 이상,,https://api.card-gorilla.com:8080/storage/card/1057/card_img/21478/1057card.png
1058,롯데영플 체크카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1058/card_img/21477/1058card.jpg
1059,에듀카 롯데카드,롯데카드,"해외겸용 5,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1059/card_img/21476/1059card.jpg
1060,큐니걸스 롯데포인트플러스 카드,롯데카드,"국내전용 5,000원 해외겸용 7,000원",전월실적20만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1060/card_img/21475/1060card.jpg
1061,Real? Real! 2 카드,Sh수협은행,"국내전용 10,000원 해외겸용 10,000원",전월실적30만원 이상,mastercardUnionPay,https://api.card-gorilla.com:8080/storage/card/1061/card_img/21474/1061card.png
1062,롯데월드 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적20만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1062/card_img/21473/1062card.jpg
1063,VIC마켓 롯데카드,롯데카드,"국내전용 10,000원 해외겸용15,000원",전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1063/card_img/21472/1063card.jpg
1065,미니골드 롯데카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적20만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1065/card_img/21471/1065card.jpg
1066,키자니아 롯데카드,롯데카드,"국내전용 10,000원",전월실적30만원 이상,,https://api.card-gorilla.com:8080/storage/card/1066/card_img/21470/1066card.jpg
1067,태평백화점 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적30만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1067/card_img/21469/1067card.jpg
1068,트래블패스 비즈니스 카드,롯데카드,"해외겸용 120,000원",전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1068/card_img/21468/1068card.jpg
1070,위비마일(SKYPASS),우리카드,"국내전용 47,000원 해외겸용 49,000원",전월실적없음,BCmastercard,https://api.card-gorilla.com:8080/storage/card/1070/card_img/21467/1070card.png
1071,휘닉스 우리V카드,우리카드,"해외겸용 5,000원",전월실적30만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1071/card_img/21466/1071card.png
1072,하나멤버스 1Q(원큐) 카드 Pay,하나카드,"국내전용 8,000원 해외겸용 10,000원",전월실적30만원 이상,VISAmastercard,https://api.card-gorilla.com:8080/storage/card/1072/card_img/21465/1072card.png
1073,KT 카드의정석 SUPER DC Ⅱ,우리카드,"국내전용 20,000원 해외겸용 20,000원",전월실적30만원 이상,BCmastercard,https://api.card-gorilla.com:8080/storage/card/1073/card_img/21464/1073card.png
1074,하나멤버스 1Q(원큐) 카드 Business,하나카드,"국내전용 8,000원 해외겸용 8,000원",전월실적30만원 이상,mastercardAMEXJCB,https://api.card-gorilla.com:8080/storage/card/1074/card_img/21463/1074card.png
1075,KB국민 MyBiz 기업체크카드,KB국민카드,국내전용 없음 해외겸용 없음,전월실적없음,VISAmastercard,https://api.card-gorilla.com:8080/storage/card/1075/card_img/21462/1075card.png
1076,iMBC 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 8,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1076/card_img/21461/1076card.jpg
1077,KB국민 그린기업카드,KB국민카드,해외겸용 없음,전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1077/card_img/21460/1077card.png
1078,IMI 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 8,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1078/card_img/21459/1078card.jpg
1079,JTBC Golf 롯데카드,롯데카드,"국내전용 15,000원 해외겸용 20,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1079/card_img/21458/1079card.jpg
1080,JTN 롯데카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적30만원 이상,,https://api.card-gorilla.com:8080/storage/card/1080/card_img/21457/1080card.jpg
1081,KB캐피탈 롯데포인트플러스 카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1081/card_img/21456/1081card.jpg
1082,하나멤버스 1Q(원큐) 카드 ALL in,하나카드,"국내전용 28,000원 해외겸용 30,000원",전월실적30만원 이상,VISAmastercard,https://api.card-gorilla.com:8080/storage/card/1082/card_img/21455/1082card.png
1083,하나멤버스 1Q(원큐) Play1 (플레이원) 카드,하나카드,"국내전용 10,000원 해외겸용 12,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1083/card_img/21343/1083card.png
1084,KDB다이렉트보험 P+410 롯데카드,롯데카드,"국내전용 10,000원 해외겸용 15,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1084/card_img/21341/1084card.jpg
1085,우체국 후불 하이패스 카드,우체국,"국내전용 5,000원",전월실적없음,BC,https://api.card-gorilla.com:8080/storage/card/1085/card_img/21339/1085card.png
1086,KDB롯데체크카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1086/card_img/21338/1086card.jpg
1087,KT 클립 Super 스마트 롯데카드,롯데카드,"국내전용 23,000원 해외겸용 25,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1087/card_img/21337/1087card.png
1088,KTF 멤버스 롯데카드,롯데카드,"해외겸용 10,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1088/card_img/21336/1088card.jpg
1089,LG전자 베스트샵 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 7,000원",전월실적20만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1089/card_img/21335/1089card.png
1090,LG전자 베스트샵 멤버십 롯데카드,롯데카드,"국내전용 10,000원 해외겸용 15,000원",전월실적50만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1090/card_img/21334/1090card.png
1091,LG패션 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 7,000원",전월실적20만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1091/card_img/21333/1091card.jpg
1092,MG손해보험 롯데카드,롯데카드,"국내전용 10,000원 해외겸용 15,000원",전월실적20만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1092/card_img/21332/1092card.jpg
1093,New 위메프 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적20만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1093/card_img/21331/1093card.jpg
1094,NRC롯데카드,롯데카드,"국내전용 5,000원 해외겸용 20,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1094/card_img/21330/1094card.jpg
1095,NRC프리미엄롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1095/card_img/21329/1095card.jpg
1096,OK Cashbag 롯데카드,롯데카드,"국내전용 7,000원 해외겸용 10,000원",전월실적20만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1096/card_img/21319/1096card.jpg
1097,SBS골프 롯데카드,롯데카드,"국내전용 25,000원 해외겸용 30,000원",전월실적30만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1097/card_img/21318/1097card.jpg
1098,NH농협증권 롯데체크카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1098/card_img/21316/1098card.jpg
1099,Oh! point 롯데 포인트플러스 체크카드,롯데카드,국내전용 없음,전월실적없음,,https://api.card-gorilla.com:8080/storage/card/1099/card_img/21315/1099card.jpg
1100,Olleh Super DC 롯데카드,롯데카드,"국내전용 10,000원 해외겸용 10,000원",전월실적30만원 이상,UnionPay,https://api.card-gorilla.com:8080/storage/card/1100/card_img/21311/1100card.jpg
1101,Olleh Super Save 롯데카드,롯데카드,"국내전용 10,000원 해외겸용 10,000원",전월실적30만원 이상,UnionPay,https://api.card-gorilla.com:8080/storage/card/1101/card_img/21310/1101card.jpg
1102,Olleh 스마트세이브 롯데카드,롯데카드,"해외겸용 10,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1102/card_img/21309/1102card.jpg
1103,olleh-롯데카드,롯데카드,"해외겸용 5,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1103/card_img/21308/1103card.jpg
1104,PAT/NEPA/ELLE GOLF 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1104/card_img/21301/1104card.jpg
1105,ROTC중앙회 롯데체크카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1105/card_img/21300/1105card.jpg
1106,ROTC중앙회 멤버십 롯데VEEX 카드,롯데카드,"국내전용 없음 해외겸용 5,000원",전월실적없음,VISA,https://api.card-gorilla.com:8080/storage/card/1106/card_img/21299/1106card.jpg
1107,SK스마트 롯데카드,롯데카드,"해외겸용 10,000원",전월실적20만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1107/card_img/21298/1107card.jpg
1108,SUPER PLUS 카드,롯데카드,"해외겸용 12,000원",전월실적20만원 이상,AMEX,https://api.card-gorilla.com:8080/storage/card/1108/card_img/21297/1108card.jpg
1109,S-OIL보너스 롯데카드,롯데카드,"해외겸용 12,000원",전월실적10만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1109/card_img/21296/1109card.jpg
1110,TGIF 롯데카드,롯데카드,"해외겸용 10,000원",전월실적10만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1110/card_img/21295/1110card.jpg
1111,SKYPASS 롯데카드,롯데카드,"해외겸용 20,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1111/card_img/21294/1111card.png
1112,(사)한국청소년진흥협회 롯데카드 아임조이풀,롯데카드,"국내전용 15,000원 해외겸용 15,000원",전월실적50만원 이상,VISAmastercardAMEX,https://api.card-gorilla.com:8080/storage/card/1112/card_img/21293/1112card.png
1113,11번가 ShoppingMaster 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적40만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1113/card_img/21292/1113card.jpg
1114,11번가 쇼핑마스터 롯데체크카드,롯데카드,국내전용 없음 해외겸용 없음,전월실적20만원 이상,,https://api.card-gorilla.com:8080/storage/card/1114/card_img/21291/1114card.jpg
1115,Smart 렌탈 대림케어 롯데카드,롯데카드,"국내전용 10,000원",전월실적30만원 이상,,https://api.card-gorilla.com:8080/storage/card/1115/card_img/21290/1115card.png
1116,ABC마트 롯데카드,롯데카드,"해외겸용 5,000원",전월실적10만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1116/card_img/21289/1116card.jpg
1117,ABN아름방송 롯데카드,롯데카드,"국내전용 10,000원 해외겸용 15,000원",전월실적30만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1117/card_img/21288/1117card.gif
1118,AJ렌터카 드라이빙 패스 롯데카드,롯데카드,"국내전용 8,000원 해외겸용 12,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1118/card_img/21287/1118card.jpg
1119,7 Unit 카드,롯데카드,"국내전용 2,500원 해외겸용 3,000원",전월실적없음,mastercardAMEX,https://api.card-gorilla.com:8080/storage/card/1119/card_img/21286/1119card.png
1120,AXA 롯데카드,롯데카드,"해외겸용 10,000원",전월실적없음,mastercard,https://api.card-gorilla.com:8080/storage/card/1120/card_img/21285/1120card.png
1121,BNK AUTO 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적40만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1121/card_img/21284/1121card.jpg
1122,CGV 롯데포인트플러스 카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적10만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1122/card_img/21283/1122card.png
1123,CJ헬로비전 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 7,000원",전월실적20만원 이상,AMEX,https://api.card-gorilla.com:8080/storage/card/1123/card_img/21282/1123card.jpg
1124,CMB 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 8,000원",전월실적30만원 이상,mastercard,https://api.card-gorilla.com:8080/storage/card/1124/card_img/21281/1124card.jpg
1125,coway PayFree 롯데카드,롯데카드,"국내전용 5,000원 해외겸용 10,000원",전월실적20만원 이상,VISA,https://api.card-gorilla.com:8080/storage/card/1125/card_img/21280/1125card.png
